City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
524,Varnamo,SE,2021-12-13 00:46:41,57.186,14.04,32.88,97,100,3.74,overcast clouds
525,Cheremukhovo,RU,2021-12-13 00:46:41,60.3484,59.9851,12.43,87,96,4.03,light snow
526,Agadir,MA,2021-12-13 00:34:22,30.4202,-9.5982,54.05,42,100,7.81,overcast clouds
527,Keti Bandar,PK,2021-12-13 00:46:42,24.1447,67.4497,67.05,39,7,8.75,clear sky
528,Lipin Bor,RU,2021-12-13 00:46:42,60.2622,37.9763,23.81,96,100,7.76,overcast clouds
529,Progreso,MX,2021-12-13 00:45:15,21.2833,-89.6667,80.11,78,34,14.03,scattered clouds
530,Leh,IN,2021-12-13 00:42:26,34.1667,77.5833,7.5,71,86,2.82,overcast clouds
531,Pozo Colorado,PY,2021-12-13 00:46:43,-23.4923,-58.7972,76.62,88,100,8.81,overcast clouds
532,Reims,FR,2021-12-13 00:46:43,49.1667,4.0833,46.81,93,90,3.44,overcast clouds
533,Ankazoabo,MG,2021-12-13 00:46:43,-22.2833,44.5167,72.32,67,72,4.74,broken clouds
534,Alta Floresta,BR,2021-12-13 00:46:44,-9.8756,-56.0861,73.06,94,100,0.45,heavy intensity rain
535,Pinega,RU,2021-12-13 00:46:44,64.7001,43.3936,12.54,95,99,6.8,light snow
536,Bousso,TD,2021-12-13 00:46:44,10.4795,16.7117,73.38,23,16,6.49,few clouds
537,Clarence Town,AU,2021-12-13 00:46:45,-32.5833,151.7833,77.14,51,4,4.47,clear sky
538,Perelyub,RU,2021-12-13 00:46:45,51.8667,50.3667,11.89,87,8,4.05,clear sky
539,Boa Vista,BR,2021-12-13 00:46:46,2.8197,-60.6733,80.58,74,20,5.75,few clouds
540,El Bagre,CO,2021-12-13 00:46:46,7.5927,-74.8086,73.81,97,99,1.16,overcast clouds
541,Gairo,IT,2021-12-13 00:46:46,39.8497,9.5047,42.01,39,0,4.99,clear sky
542,Cecina,IT,2021-12-13 00:46:47,43.3128,10.524,44.62,58,0,4.41,clear sky
543,Galle,LK,2021-12-13 00:39:39,6.0367,80.217,77.14,85,100,3.98,overcast clouds
544,Nurota,UZ,2021-12-13 00:46:47,40.5614,65.6886,42.89,90,97,4.94,overcast clouds
545,Carnarvon,AU,2021-12-13 00:46:49,-24.8667,113.6333,73.47,64,0,19.57,clear sky
546,Perni,GR,2021-12-13 00:46:49,41.0011,24.6356,51.76,85,20,5.17,few clouds
